shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
13333,-23.558806954934287,-70.3982549148102,442,2771156393.8938265
13333,-23.558858698859066,-70.39790136621536,443,2777461649.42108
13333,-23.55887776240516,-70.39781817831073,444,2783766859.803883
13333,-23.55858636218455,-70.39785680126647,445,2790072042.424679
13333,-23.558079814468602,-70.3979399891711,446,2796377234.6976666
13333,-23.558022623474834,-70.39795187315752,447,2802682488.5092406
13333,-23.55807164432817,-70.39770825143665,448,2808987804.9825883
13333,-23.558322195070904,-70.396531736785,449,2815293108.2575846
13333,-23.558365769064427,-70.3963118830369,450,2821598298.5067816
13333,-23.55853734152319,-70.39543543904131,451,2827903392.7789555
13333,-23.558589085554086,-70.39516804934777,452,2834208401.0779295
13333,-23.556960612691604,-70.39528437961951,453,2840513331.0975885
13333,-23.556658922208033,-70.39533068515289,454,2846818322.2345133
13333,-23.55633677824068,-70.39534988638678,455,2853123513.9884944
13333,-23.556023249532775,-70.3953685741123,456,2859428756.1470838
13333,-23.555557940329845,-70.39541167106853,457,2865734049.3957534
13333,-23.555114020110626,-70.39541167106853,458,2872039401.055544
13333,-23.55449579742985,-70.39526015024217,459,2878344824.8016095
13333,-23.553975616621774,-70.39528986020815,460,2884650312.759202
13333,-23.553523520634762,-70.39532254117069,461,2890955886.7583175
13333,-23.552622047488743,-70.39535819312982,462,2897261541.0653634
13333,-23.552472255279298,-70.39536710611958,463,2903567287.7670703
13333,-23.552461361293833,-70.39394994074371,464,2909873142.3287606
13333,-23.552464084790287,-70.39322798857103,465,2916178910.07577
13333,-23.55234697439127,-70.39293088891151,466,2922484565.171815
13333,-23.5519547899698,-70.39267835420094,467,2928790172.236904
13333,-23.551693333038717,-70.3925565433405,468,2935095777.7077036
13333,-23.55153536922418,-70.39245552945624,469,2941401417.792464
13333,-23.551341472232043,-70.39228707044822,470,2947707080.7906957
13333,-23.55130932694026,-70.39204271473108,471,2954012752.7782655
13333,-23.551271187937726,-70.39147807157644,472,2960318422.320862
13333,-23.55049770565443,-70.3914869845662,473,2966624045.074534
13333,-23.54863916707847,-70.39154655829964,474,2972929681.624294
13333,-23.548401825065948,-70.3915615211497,475,2979235487.678585
13333,-23.547790584602744,-70.39160005583341,476,2985541512.194175
13333,-23.546906425746975,-70.39169777152296,477,2991847592.4881325
13333,-23.545557116375466,-70.39179596821214,478,2998153786.776046
13333,-23.545162188050412,-70.39180488120195,479,3004460147.5963593
13333,-23.543977395958013,-70.39191183707936,480,3010766678.7631617
13333,-23.54247936768621,-70.39206632890233,481,3017073312.3901677
13333,-23.541120232725778,-70.39224458869802,482,3023380156.5570483
13333,-23.54088326787782,-70.39228321165376,483,3029687243.591595
13333,-23.539303491313785,-70.39249415241198,484,3035994500.904337
13333,-23.539208718477312,-70.392512712388,485,3042301869.114159
13333,-23.539224501987487,-70.39241393550395,486,3048609425.7348385
13333,-23.539145554238022,-70.39171039175898,487,3054916985.651183
13333,-23.539090525961182,-70.3910205105874,488,3061224491.277693
