vehicleId,time,timeProcessed,latitude,longitude,speed,heading,assignmentId,assignmentType
18003,2018-05-30 16:53:55 GMT-04:00,2018-05-30 16:54:00 GMT-04:00,-23.6391,-70.3959,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:54:25 GMT-04:00,2018-05-30 16:54:30 GMT-04:00,-23.6392,-70.3959,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:54:55 GMT-04:00,2018-05-30 16:55:00 GMT-04:00,-23.6394,-70.396,16,197,195_0_9,TRIP_ID
18003,2018-05-30 16:55:25 GMT-04:00,2018-05-30 16:55:30 GMT-04:00,-23.6419,-70.3968,48,196,195_0_9,TRIP_ID
18003,2018-05-30 16:55:34 GMT-04:00,2018-05-30 16:55:37 GMT-04:00,-23.6429,-70.3972,50,216,195_0_9,TRIP_ID
18003,2018-05-30 16:56:04 GMT-04:00,2018-05-30 16:56:24 GMT-04:00,-23.6447,-70.3988,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:56:34 GMT-04:00,2018-05-30 16:56:39 GMT-04:00,-23.6446,-70.3988,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:57:01 GMT-04:00,2018-05-30 16:57:25 GMT-04:00,-23.6447,-70.3988,9,154,195_0_9,TRIP_ID
18003,2018-05-30 16:57:31 GMT-04:00,2018-05-30 16:57:36 GMT-04:00,-23.6452,-70.3983,9,134,195_0_9,TRIP_ID
18003,2018-05-30 16:57:46 GMT-04:00,2018-05-30 16:57:51 GMT-04:00,-23.6457,-70.398,15,214,195_0_9,TRIP_ID
18003,2018-05-30 16:57:54 GMT-04:00,2018-05-30 16:58:00 GMT-04:00,-23.6459,-70.3983,27,236,195_0_9,TRIP_ID
18003,2018-05-30 16:58:24 GMT-04:00,2018-05-30 16:58:30 GMT-04:00,-23.6461,-70.3987,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:58:54 GMT-04:00,2018-05-30 16:58:58 GMT-04:00,-23.6469,-70.3996,0,0,195_0_9,TRIP_ID
18003,2018-05-30 16:59:24 GMT-04:00,2018-05-30 16:59:28 GMT-04:00,-23.6471,-70.3998,24,230,195_0_9,TRIP_ID
18003,2018-05-30 16:59:54 GMT-04:00,2018-05-30 16:59:59 GMT-04:00,-23.6477,-70.4005,17,224,195_0_9,TRIP_ID
